"Notes","State","State Code","Year","Year Code","Age Group","Age Group Code","Cause of death","Cause of death Code",Deaths,Population,Crude Rate
,"Vermont","50","2010","2010","85+ years","85+","Hypertensive heart disease with (congestive) heart failure","I11.0",27,12797,211.0
,"Vermont","50","2010","2010","85+ years","85+","Hypertensive heart disease without (congestive) heart failure","I11.9",14,12797,109.4 (Unreliable)
,"Vermont","50","2010","2010","85+ years","85+","Hypertensive renal disease with renal failure","I12.0",12,12797,93.8 (Unreliable)
,"Vermont","50","2010","2010","85+ years","85+","Acute myocardial infarction, unspecified","I21.9",86,12797,672.0
,"Vermont","50","2010","2010","85+ years","85+","Atherosclerotic cardiovascular disease, so described","I25.0",81,12797,633.0
,"Vermont","50","2010","2010","85+ years","85+","Atherosclerotic heart disease","I25.1",132,12797,1031.5
,"Vermont","50","2010","2010","85+ years","85+","Aortic (valve) stenosis","I35.0",31,12797,242.2
,"Vermont","50","2010","2010","85+ years","85+","Atrial fibrillation and flutter","I48",35,12797,273.5
,"Vermont","50","2010","2010","85+ years","85+","Congestive heart failure","I50.0",44,12797,343.8
,"Vermont","50","2010","2010","85+ years","85+","Cerebral infarction, unspecified","I63.9",10,12797,78.1 (Unreliable)
,"Vermont","50","2010","2010","85+ years","85+","Stroke, not specified as haemorrhage or infarction","I64",69,12797,539.2
,"Vermont","50","2010","2010","85+ years","85+","Abdominal aortic aneurysm, ruptured","I71.3",10,12797,78.1 (Unreliable)
,"Vermont","50","2010","2010","85+ years","85+","Pneumonia, unspecified","J18.9",28,12797,218.8
,"Vermont","50","2010","2010","85+ years","85+","Chronic obstructive pulmonary disease with acute lower respiratory infection","J44.0",20,12797,156.3
,"Vermont","50","2010","2010","85+ years","85+","Chronic obstructive pulmonary disease, unspecified","J44.9",57,12797,445.4
,"Vermont","50","2010","2010","85+ years","85+","Pneumonitis due to food and vomit","J69.0",12,12797,93.8 (Unreliable)
,"Vermont","50","2010","2010","85+ years","85+","Other interstitial pulmonary diseases with fibrosis","J84.1",11,12797,86.0 (Unreliable)
,"Vermont","50","2010","2010","85+ years","85+","Gastrointestinal haemorrhage, unspecified","K92.2",10,12797,78.1 (Unreliable)
,"Vermont","50","2010","2010","85+ years","85+","Urinary tract infection, site not specified","N39.0",17,12797,132.8 (Unreliable)
,"Vermont","50","2010","2010","85+ years","85+","Senility","R54",11,12797,86.0 (Unreliable)
,"Vermont","50","2010","2010","85+ years","85+","Other fall on same level","W18",60,12797,468.9
,"Vermont","50","2011","2011","45-54 years","45-54","Pancreas, unspecified - Malignant neoplasms","C25.9",14,99916,14.0 (Unreliable)
,"Vermont","50","2011","2011","45-54 years","45-54","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",31,99916,31.0
,"Vermont","50","2011","2011","45-54 years","45-54","Brain, unspecified - Malignant neoplasms","C71.9",11,99916,11.0 (Unreliable)
,"Vermont","50","2011","2011","45-54 years","45-54","Atherosclerotic cardiovascular disease, so described","I25.0",23,99916,23.0
,"Vermont","50","2011","2011","45-54 years","45-54","Alcoholic cirrhosis of liver","K70.3",12,99916,12.0 (Unreliable)
,"Vermont","50","2011","2011","55-64 years","55-64","Colon, unspecified - Malignant neoplasms","C18.9",10,93543,10.7 (Unreliable)
,"Vermont","50","2011","2011","55-64 years","55-64","Pancreas, unspecified - Malignant neoplasms","C25.9",13,93543,13.9 (Unreliable)
,"Vermont","50","2011","2011","55-64 years","55-64","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",63,93543,67.3
,"Vermont","50","2011","2011","55-64 years","55-64","Breast, unspecified - Malignant neoplasms","C50.9",21,93543,22.4
,"Vermont","50","2011","2011","55-64 years","55-64","Malignant neoplasm without specification of site","C80",13,93543,13.9 (Unreliable)
,"Vermont","50","2011","2011","55-64 years","55-64","Unspecified diabetes mellitus, without complications","E14.9",15,93543,16.0 (Unreliable)
,"Vermont","50","2011","2011","55-64 years","55-64","Acute myocardial infarction, unspecified","I21.9",26,93543,27.8
,"Vermont","50","2011","2011","55-64 years","55-64","Atherosclerotic cardiovascular disease, so described","I25.0",52,93543,55.6
,"Vermont","50","2011","2011","55-64 years","55-64","Atherosclerotic heart disease","I25.1",23,93543,24.6
,"Vermont","50","2011","2011","55-64 years","55-64","Chronic obstructive pulmonary disease, unspecified","J44.9",20,93543,21.4
,"Vermont","50","2011","2011","55-64 years","55-64","Alcoholic cirrhosis of liver","K70.3",16,93543,17.1 (Unreliable)
,"Vermont","50","2011","2011","65-74 years","65-74","Colon, unspecified - Malignant neoplasms","C18.9",11,52021,21.1 (Unreliable)
,"Vermont","50","2011","2011","65-74 years","65-74","Pancreas, unspecified - Malignant neoplasms","C25.9",20,52021,38.4
,"Vermont","50","2011","2011","65-74 years","65-74","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",115,52021,221.1
,"Vermont","50","2011","2011","65-74 years","65-74","Breast, unspecified - Malignant neoplasms","C50.9",13,52021,25.0 (Unreliable)
,"Vermont","50","2011","2011","65-74 years","65-74","Malignant neoplasm of prostate","C61",21,52021,40.4
,"Vermont","50","2011","2011","65-74 years","65-74","Brain, unspecified - Malignant neoplasms","C71.9",13,52021,25.0 (Unreliable)
,"Vermont","50","2011","2011","65-74 years","65-74","Malignant neoplasm without specification of site","C80",16,52021,30.8 (Unreliable)
,"Vermont","50","2011","2011","65-74 years","65-74","Unspecified diabetes mellitus, without complications","E14.9",15,52021,28.8 (Unreliable)
,"Vermont","50","2011","2011","65-74 years","65-74","Alzheimer disease, unspecified","G30.9",15,52021,28.8 (Unreliable)
,"Vermont","50","2011","2011","65-74 years","65-74","Acute myocardial infarction, unspecified","I21.9",27,52021,51.9
,"Vermont","50","2011","2011","65-74 years","65-74","Atherosclerotic cardiovascular disease, so described","I25.0",52,52021,100.0
,"Vermont","50","2011","2011","65-74 years","65-74","Atherosclerotic heart disease","I25.1",37,52021,71.1
,"Vermont","50","2011","2011","65-74 years","65-74","Emphysema, unspecified","J43.9",11,52021,21.1 (Unreliable)
,"Vermont","50","2011","2011","65-74 years","65-74","Chronic obstructive pulmonary disease with acute lower respiratory infection","J44.0",23,52021,44.2
,"Vermont","50","2011","2011","65-74 years","65-74","Chronic obstructive pulmonary disease, unspecified","J44.9",46,52021,88.4
,"Vermont","50","2011","2011","75-84 years","75-84","Septicaemia, unspecified","A41.9",12,28844,41.6 (Unreliable)
,"Vermont","50","2011","2011","75-84 years","75-84","Oesophagus, unspecified - Malignant neoplasms","C15.9",14,28844,48.5 (Unreliable)
,"Vermont","50","2011","2011","75-84 years","75-84","Colon, unspecified - Malignant neoplasms","C18.9",25,28844,86.7
,"Vermont","50","2011","2011","75-84 years","75-84","Pancreas, unspecified - Malignant neoplasms","C25.9",21,28844,72.8
,"Vermont","50","2011","2011","75-84 years","75-84","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",114,28844,395.2
,"Vermont","50","2011","2011","75-84 years","75-84","Breast, unspecified - Malignant neoplasms","C50.9",16,28844,55.5 (Unreliable)
,"Vermont","50","2011","2011","75-84 years","75-84","Malignant neoplasm of ovary","C56",13,28844,45.1 (Unreliable)
,"Vermont","50","2011","2011","75-84 years","75-84","Malignant neoplasm of prostate","C61",27,28844,93.6
,"Vermont","50","2011","2011","75-84 years","75-84","Bladder, unspecified - Malignant neoplasms","C67.9",15,28844,52.0 (Unreliable)
,"Vermont","50","2011","2011","75-84 years","75-84","Malignant neoplasm without specification of site","C80",26,28844,90.1
,"Vermont","50","2011","2011","75-84 years","75-84","Unspecified diabetes mellitus, with renal complications","E14.2",11,28844,38.1 (Unreliable)
,"Vermont","50","2011","2011","75-84 years","75-84","Unspecified diabetes mellitus, without complications","E14.9",17,28844,58.9 (Unreliable)
,"Vermont","50","2011","2011","75-84 years","75-84","Unspecified dementia","F03",60,28844,208.0
,"Vermont","50","2011","2011","75-84 years","75-84","Parkinson disease","G20",26,28844,90.1
,"Vermont","50","2011","2011","75-84 years","75-84","Alzheimer disease, unspecified","G30.9",63,28844,218.4
,"Vermont","50","2011","2011","75-84 years","75-84","Acute myocardial infarction, unspecified","I21.9",51,28844,176.8
,"Vermont","50","2011","2011","75-84 years","75-84","Atherosclerotic cardiovascular disease, so described","I25.0",59,28844,204.5
,"Vermont","50","2011","2011","75-84 years","75-84","Atherosclerotic heart disease","I25.1",92,28844,319.0
,"Vermont","50","2011","2011","75-84 years","75-84","Aortic (valve) stenosis","I35.0",13,28844,45.1 (Unreliable)
,"Vermont","50","2011","2011","75-84 years","75-84","Stroke, not specified as haemorrhage or infarction","I64",26,28844,90.1
,"Vermont","50","2011","2011","75-84 years","75-84","Sequelae of stroke, not specified as haemorrhage or infarction","I69.4",11,28844,38.1 (Unreliable)
,"Vermont","50","2011","2011","75-84 years","75-84","Emphysema, unspecified","J43.9",14,28844,48.5 (Unreliable)
,"Vermont","50","2011","2011","75-84 years","75-84","Chronic obstructive pulmonary disease with acute lower respiratory infection","J44.0",38,28844,131.7
,"Vermont","50","2011","2011","75-84 years","75-84","Chronic obstructive pulmonary disease, unspecified","J44.9",58,28844,201.1
,"Vermont","50","2011","2011","75-84 years","75-84","Other interstitial pulmonary diseases with fibrosis","J84.1",13,28844,45.1 (Unreliable)
,"Vermont","50","2011","2011","75-84 years","75-84","Gastrointestinal haemorrhage, unspecified","K92.2",10,28844,34.7 (Unreliable)
,"Vermont","50","2011","2011","75-84 years","75-84","Other fall on same level","W18",10,28844,34.7 (Unreliable)
,"Vermont","50","2011","2011","85+ years","85+","Colon, unspecified - Malignant neoplasms","C18.9",14,13204,106.0 (Unreliable)
,"Vermont","50","2011","2011","85+ years","85+","Pancreas, unspecified - Malignant neoplasms","C25.9",13,13204,98.5 (Unreliable)
,"Vermont","50","2011","2011","85+ years","85+","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",43,13204,325.7
,"Vermont","50","2011","2011","85+ years","85+","Breast, unspecified - Malignant neoplasms","C50.9",20,13204,151.5
,"Vermont","50","2011","2011","85+ years","85+","Malignant neoplasm of prostate","C61",18,13204,136.3 (Unreliable)
,"Vermont","50","2011","2011","85+ years","85+","Bladder, unspecified - Malignant neoplasms","C67.9",12,13204,90.9 (Unreliable)
,"Vermont","50","2011","2011","85+ years","85+","Malignant neoplasm without specification of site","C80",16,13204,121.2 (Unreliable)
,"Vermont","50","2011","2011","85+ years","85+","Unspecified diabetes mellitus, without complications","E14.9",19,13204,143.9 (Unreliable)
,"Vermont","50","2011","2011","85+ years","85+","Hyperlipidaemia, unspecified","E78.5",16,13204,121.2 (Unreliable)
,"Vermont","50","2011","2011","85+ years","85+","Vascular dementia, unspecified","F01.9",26,13204,196.9
,"Vermont","50","2011","2011","85+ years","85+","Unspecified dementia","F03",166,13204,1257.2
,"Vermont","50","2011","2011","85+ years","85+","Parkinson disease","G20",24,13204,181.8
,"Vermont","50","2011","2011","85+ years","85+","Alzheimer disease, unspecified","G30.9",176,13204,1332.9
,"Vermont","50","2011","2011","85+ years","85+","Essential (primary) hypertension","I10",16,13204,121.2 (Unreliable)
,"Vermont","50","2011","2011","85+ years","85+","Hypertensive heart disease with (congestive) heart failure","I11.0",28,13204,212.1
,"Vermont","50","2011","2011","85+ years","85+","Hypertensive heart disease without (congestive) heart failure","I11.9",16,13204,121.2 (Unreliable)
,"Vermont","50","2011","2011","85+ years","85+","Hypertensive renal disease with renal failure","I12.0",10,13204,75.7 (Unreliable)
,"Vermont","50","2011","2011","85+ years","85+","Acute myocardial infarction, unspecified","I21.9",78,13204,590.7
,"Vermont","50","2011","2011","85+ years","85+","Atherosclerotic cardiovascular disease, so described","I25.0",60,13204,454.4
,"Vermont","50","2011","2011","85+ years","85+","Atherosclerotic heart disease","I25.1",127,13204,961.8
,"Vermont","50","2011","2011","85+ years","85+","Chronic ischaemic heart disease, unspecified","I25.9",10,13204,75.7 (Unreliable)
,"Vermont","50","2011","2011","85+ years","85+","Other secondary pulmonary hypertension","I27.2",11,13204,83.3 (Unreliable)
,"Vermont","50","2011","2011","85+ years","85+","Aortic (valve) stenosis","I35.0",50,13204,378.7
,"Vermont","50","2011","2011","85+ years","85+","Cardiomyopathy, unspecified","I42.9",12,13204,90.9 (Unreliable)
,"Vermont","50","2011","2011","85+ years","85+","Atrial fibrillation and flutter","I48",29,13204,219.6
,"Vermont","50","2011","2011","85+ years","85+","Congestive heart failure","I50.0",33,13204,249.9
,"Vermont","50","2011","2011","85+ years","85+","Stroke, not specified as haemorrhage or infarction","I64",76,13204,575.6
,"Vermont","50","2011","2011","85+ years","85+","Peripheral vascular disease, unspecified","I73.9",13,13204,98.5 (Unreliable)
,"Vermont","50","2011","2011","85+ years","85+","Pneumonia, unspecified","J18.9",34,13204,257.5
,"Vermont","50","2011","2011","85+ years","85+","Chronic obstructive pulmonary disease with acute lower respiratory infection","J44.0",36,13204,272.6
,"Vermont","50","2011","2011","85+ years","85+","Chronic obstructive pulmonary disease, unspecified","J44.9",45,13204,340.8
,"Vermont","50","2011","2011","85+ years","85+","Pneumonitis due to food and vomit","J69.0",15,13204,113.6 (Unreliable)
,"Vermont","50","2011","2011","85+ years","85+","Other interstitial pulmonary diseases with fibrosis","J84.1",16,13204,121.2 (Unreliable)
,"Vermont","50","2011","2011","85+ years","85+","Gastrointestinal haemorrhage, unspecified","K92.2",14,13204,106.0 (Unreliable)
,"Vermont","50","2011","2011","85+ years","85+","Urinary tract infection, site not specified","N39.0",13,13204,98.5 (Unreliable)
,"Vermont","50","2011","2011","85+ years","85+","Other fall on same level","W18",50,13204,378.7
,"Vermont","50","2012","2012","45-54 years","45-54","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",27,97253,27.8
,"Vermont","50","2012","2012","45-54 years","45-54","Breast, unspecified - Malignant neoplasms","C50.9",10,97253,10.3 (Unreliable)
,"Vermont","50","2012","2012","45-54 years","45-54","Atherosclerotic cardiovascular disease, so described","I25.0",18,97253,18.5 (Unreliable)
,"Vermont","50","2012","2012","55-64 years","55-64","Colon, unspecified - Malignant neoplasms","C18.9",11,94237,11.7 (Unreliable)
,"Vermont","50","2012","2012","55-64 years","55-64","Pancreas, unspecified - Malignant neoplasms","C25.9",18,94237,19.1 (Unreliable)
,"Vermont","50","2012","2012","55-64 years","55-64","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",78,94237,82.8
,"Vermont","50","2012","2012","55-64 years","55-64","Breast, unspecified - Malignant neoplasms","C50.9",26,94237,27.6
,"Vermont","50","2012","2012","55-64 years","55-64","Malignant neoplasm of prostate","C61",10,94237,10.6 (Unreliable)
,"Vermont","50","2012","2012","55-64 years","55-64","Malignant neoplasm without specification of site","C80",10,94237,10.6 (Unreliable)
,"Vermont","50","2012","2012","55-64 years","55-64","Acute myocardial infarction, unspecified","I21.9",18,94237,19.1 (Unreliable)
,"Vermont","50","2012","2012","55-64 years","55-64","Atherosclerotic cardiovascular disease, so described","I25.0",36,94237,38.2
,"Vermont","50","2012","2012","55-64 years","55-64","Atherosclerotic heart disease","I25.1",17,94237,18.0 (Unreliable)
,"Vermont","50","2012","2012","55-64 years","55-64","Chronic obstructive pulmonary disease with acute lower respiratory infection","J44.0",10,94237,10.6 (Unreliable)
,"Vermont","50","2012","2012","55-64 years","55-64","Chronic obstructive pulmonary disease, unspecified","J44.9",22,94237,23.3
,"Vermont","50","2012","2012","65-74 years","65-74","Colon, unspecified - Malignant neoplasms","C18.9",14,55990,25.0 (Unreliable)
,"Vermont","50","2012","2012","65-74 years","65-74","Pancreas, unspecified - Malignant neoplasms","C25.9",31,55990,55.4
,"Vermont","50","2012","2012","65-74 years","65-74","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",117,55990,209.0
,"Vermont","50","2012","2012","65-74 years","65-74","Breast, unspecified - Malignant neoplasms","C50.9",16,55990,28.6 (Unreliable)
