Notes,State,State Code,ICD Chapter,ICD Chapter Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,New York,36,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,Anencephaly,Q00.0,13,18882725,0.1 (Unreliable)
,New York,36,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,Ventricular septal defect,Q21.0,13,18882725,0.1 (Unreliable)
,New York,36,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,Atrial septal defect,Q21.1,32,18882725,0.2
,New York,36,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,Tetralogy of Fallot,Q21.3,12,18882725,0.1 (Unreliable)
,New York,36,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,Hypoplastic left heart syndrome,Q23.4,25,18882725,0.1
,New York,36,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,Malformation of coronary vessels,Q24.5,10,18882725,0.1 (Unreliable)
,New York,36,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,"Congenital malformation of heart, unspecified",Q24.9,74,18882725,0.4
,New York,36,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,Peripheral arteriovenous malformation,Q27.3,19,18882725,0.1 (Unreliable)
,New York,36,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,Arteriovenous malformation of cerebral vessels,Q28.2,12,18882725,0.1 (Unreliable)
,New York,36,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,Hypoplasia and dysplasia of lung,Q33.6,23,18882725,0.1
,New York,36,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,"Polycystic kidney, unspecified",Q61.3,20,18882725,0.1
,New York,36,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,Congenital diaphragmatic hernia,Q79.0,11,18882725,0.1 (Unreliable)
,New York,36,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,"Multiple congenital malformations, not elsewhere classified",Q89.7,16,18882725,0.1 (Unreliable)
,New York,36,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,"Down syndrome, unspecified",Q90.9,28,18882725,0.1
,New York,36,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,"Edwards syndrome, unspecified",Q91.3,33,18882725,0.2
,New York,36,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,"Patau syndrome, unspecified",Q91.7,17,18882725,0.1 (Unreliable)
,New York,36,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,Respiratory arrest,R09.2,87,18882725,0.5
,New York,36,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,Senility,R54,39,18882725,0.2
,New York,36,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,Other and unspecified convulsions,R56.8,36,18882725,0.2
,New York,36,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,Cardiogenic shock,R57.0,20,18882725,0.1
,New York,36,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,"Haemorrhage, not elsewhere classified",R58,10,18882725,0.1 (Unreliable)
,New York,36,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,Other lack of expected normal physiological development,R62.8,13,18882725,0.1 (Unreliable)
,New York,36,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,Cachexia,R64,11,18882725,0.1 (Unreliable)
,New York,36,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,Sudden infant death syndrome - SIDS,R95,78,18882725,0.4
,New York,36,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,Other ill-defined and unspecified causes of mortality,R99,1398,18882725,7.4
,New York,36,External causes of morbidity and mortality,V01-Y89,"Pedestrian injured in collision with car, pick-up truck or van, traffic accident",V03.1,162,18882725,0.9
,New York,36,External causes of morbidity and mortality,V01-Y89,"Pedestrian injured in collision with railway train or railway vehicle, nontraffic accident",V05.0,16,18882725,0.1 (Unreliable)
,New York,36,External causes of morbidity and mortality,V01-Y89,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,193,18882725,1.0
,New York,36,External causes of morbidity and mortality,V01-Y89,Pedestrian injured in unspecified transport accident,V09.9,23,18882725,0.1
,New York,36,External causes of morbidity and mortality,V01-Y89,"Pedal cyclist injured in collision with car, pick-up truck or van, driver injured in traffic accident",V13.4,13,18882725,0.1 (Unreliable)
,New York,36,External causes of morbidity and mortality,V01-Y89,"Pedal cyclist injured in collision with car, pick-up truck or van, unspecified pedal cyclist injured in traffic accident",V13.9,13,18882725,0.1 (Unreliable)
,New York,36,External causes of morbidity and mortality,V01-Y89,Driver injured in collision with other and unspecified motor vehicles in traffic accident,V19.4,11,18882725,0.1 (Unreliable)
,New York,36,External causes of morbidity and mortality,V01-Y89,"Motorcycle rider injured in collision with car, pick-up truck or van, driver injured in traffic accident",V23.4,28,18882725,0.1
,New York,36,External causes of morbidity and mortality,V01-Y89,"Motorcycle rider injured in collision with fixed or stationary object, driver injured in traffic accident",V27.4,21,18882725,0.1
,New York,36,External causes of morbidity and mortality,V01-Y89,"Motorcycle rider injured in noncollision transport accident, driver injured in traffic accident",V28.4,12,18882725,0.1 (Unreliable)
,New York,36,External causes of morbidity and mortality,V01-Y89,Motorcycle rider [any] injured in unspecified traffic accident,V29.9,15,18882725,0.1 (Unreliable)
,New York,36,External causes of morbidity and mortality,V01-Y89,"Car occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident",V43.5,143,18882725,0.8
,New York,36,External causes of morbidity and mortality,V01-Y89,"Car occupant injured in collision with car, pick-up truck or van, passenger injured in traffic accident",V43.6,52,18882725,0.3
,New York,36,External causes of morbidity and mortality,V01-Y89,"Car occupant injured in collision with car, pick-up truck or van, unspecified car occupant injured in traffic accident",V43.9,18,18882725,0.1 (Unreliable)
,New York,36,External causes of morbidity and mortality,V01-Y89,"Car occupant injured in collision with heavy transport vehicle or bus, driver injured in traffic accident",V44.5,14,18882725,0.1 (Unreliable)
,New York,36,External causes of morbidity and mortality,V01-Y89,"Car occupant injured in collision with fixed or stationary object, driver injured in traffic accident",V47.5,116,18882725,0.6
,New York,36,External causes of morbidity and mortality,V01-Y89,"Car occupant injured in collision with fixed or stationary object, passenger injured in traffic accident",V47.6,43,18882725,0.2
,New York,36,External causes of morbidity and mortality,V01-Y89,"Car occupant injured in collision with fixed or stationary object, unspecified car occupant injured in traffic accident",V47.9,19,18882725,0.1 (Unreliable)
,New York,36,External causes of morbidity and mortality,V01-Y89,"Car occupant injured in noncollision transport accident, driver injured in traffic accident",V48.5,40,18882725,0.2
,New York,36,External causes of morbidity and mortality,V01-Y89,"Car occupant injured in noncollision transport accident, passenger injured in traffic accident",V48.6,14,18882725,0.1 (Unreliable)
,New York,36,External causes of morbidity and mortality,V01-Y89,"Car occupant injured in noncollision transport accident, unspecified car occupant injured in traffic accident",V48.9,12,18882725,0.1 (Unreliable)
,New York,36,External causes of morbidity and mortality,V01-Y89,Driver injured in collision with other and unspecified motor vehicles in traffic accident,V49.4,41,18882725,0.2
,New York,36,External causes of morbidity and mortality,V01-Y89,Passenger injured in collision with other and unspecified motor vehicles in traffic accident,V49.5,23,18882725,0.1
,New York,36,External causes of morbidity and mortality,V01-Y89,Car occupant [any] injured in unspecified traffic accident,V49.9,34,18882725,0.2
,New York,36,External causes of morbidity and mortality,V01-Y89,"Occupant of pick-up truck or van injured in collision with fixed or stationary object, driver injured in traffic accident",V57.5,14,18882725,0.1 (Unreliable)
,New York,36,External causes of morbidity and mortality,V01-Y89,Unspecified occupant of special agricultural vehicle injured in nontraffic accident,V84.9,12,18882725,0.1 (Unreliable)
,New York,36,External causes of morbidity and mortality,V01-Y89,Unspecified occupant of all-terrain or other off-road motor vehicle injured in nontraffic accident,V86.9,15,18882725,0.1 (Unreliable)
,New York,36,External causes of morbidity and mortality,V01-Y89,Person injured in collision between other specified motor vehicles (traffic),V87.7,128,18882725,0.7
,New York,36,External causes of morbidity and mortality,V01-Y89,Person injured in other specified noncollision transport accidents involving motor vehicle (traffic),V87.8,22,18882725,0.1
,New York,36,External causes of morbidity and mortality,V01-Y89,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,331,18882725,1.8
,New York,36,External causes of morbidity and mortality,V01-Y89,Unspecified aircraft accident injuring occupant,V95.9,11,18882725,0.1 (Unreliable)
,New York,36,External causes of morbidity and mortality,V01-Y89,"Fall on same level from slipping, tripping and stumbling",W01,30,18882725,0.2
,New York,36,External causes of morbidity and mortality,V01-Y89,"Fall involving ice-skates, skis, roller-skates or skateboards",W02,10,18882725,0.1 (Unreliable)
,New York,36,External causes of morbidity and mortality,V01-Y89,Fall involving bed,W06,25,18882725,0.1
,New York,36,External causes of morbidity and mortality,V01-Y89,Fall on and from stairs and steps,W10,154,18882725,0.8
,New York,36,External causes of morbidity and mortality,V01-Y89,Fall on and from ladder,W11,16,18882725,0.1 (Unreliable)
,New York,36,External causes of morbidity and mortality,V01-Y89,"Fall from, out of or through building or structure",W13,39,18882725,0.2
,New York,36,External causes of morbidity and mortality,V01-Y89,Other fall from one level to another,W17,61,18882725,0.3
,New York,36,External causes of morbidity and mortality,V01-Y89,Other fall on same level,W18,27,18882725,0.1
,New York,36,External causes of morbidity and mortality,V01-Y89,Unspecified fall,W19,495,18882725,2.6
,New York,36,External causes of morbidity and mortality,V01-Y89,"Struck by thrown, projected or falling object",W20,22,18882725,0.1
,New York,36,External causes of morbidity and mortality,V01-Y89,Contact with other and unspecified machinery,W31,21,18882725,0.1
,New York,36,External causes of morbidity and mortality,V01-Y89,Discharge from other and unspecified firearms,W34,17,18882725,0.1 (Unreliable)
,New York,36,External causes of morbidity and mortality,V01-Y89,Drowning and submersion while in swimming-pool,W67,20,18882725,0.1
,New York,36,External causes of morbidity and mortality,V01-Y89,Drowning and submersion while in natural water,W69,31,18882725,0.2
,New York,36,External causes of morbidity and mortality,V01-Y89,Drowning and submersion following fall into natural water,W70,10,18882725,0.1 (Unreliable)
,New York,36,External causes of morbidity and mortality,V01-Y89,Unspecified drowning and submersion,W74,57,18882725,0.3
,New York,36,External causes of morbidity and mortality,V01-Y89,Other accidental hanging and strangulation,W76,19,18882725,0.1 (Unreliable)
,New York,36,External causes of morbidity and mortality,V01-Y89,Inhalation of gastric contents,W78,33,18882725,0.2
,New York,36,External causes of morbidity and mortality,V01-Y89,Inhalation and ingestion of food causing obstruction of respiratory tract,W79,29,18882725,0.2
,New York,36,External causes of morbidity and mortality,V01-Y89,Inhalation and ingestion of other objects causing obstruction of respiratory tract,W80,124,18882725,0.7
,New York,36,External causes of morbidity and mortality,V01-Y89,Unspecified threat to breathing,W84,26,18882725,0.1
,New York,36,External causes of morbidity and mortality,V01-Y89,Exposure to uncontrolled fire in building or structure,X00,153,18882725,0.8
,New York,36,External causes of morbidity and mortality,V01-Y89,Exposure to ignition or melting of other clothing and apparel,X06,14,18882725,0.1 (Unreliable)
,New York,36,External causes of morbidity and mortality,V01-Y89,"Exposure to unspecified smoke, fire and flames",X09,16,18882725,0.1 (Unreliable)
,New York,36,External causes of morbidity and mortality,V01-Y89,Exposure to excessive natural heat,X30,32,18882725,0.2
,New York,36,External causes of morbidity and mortality,V01-Y89,Exposure to excessive natural cold,X31,36,18882725,0.2
,New York,36,External causes of morbidity and mortality,V01-Y89,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,11,18882725,0.1 (Unreliable)
,New York,36,External causes of morbidity and mortality,V01-Y89,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,612,18882725,3.2
,New York,36,External causes of morbidity and mortality,V01-Y89,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,180,18882725,1.0
,New York,36,External causes of morbidity and mortality,V01-Y89,Accidental poisoning by and exposure to other gases and vapours,X47,27,18882725,0.1
,New York,36,External causes of morbidity and mortality,V01-Y89,Exposure to unspecified factor,X59,323,18882725,1.7
,New York,36,External causes of morbidity and mortality,V01-Y89,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X61,35,18882725,0.2
,New York,36,External causes of morbidity and mortality,V01-Y89,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,55,18882725,0.3
,New York,36,External causes of morbidity and mortality,V01-Y89,Intentional self-poisoning by and exposure to other gases and vapours,X67,42,18882725,0.2
,New York,36,External causes of morbidity and mortality,V01-Y89,"Intentional self-harm by hanging, strangulation and suffocation",X70,333,18882725,1.8
,New York,36,External causes of morbidity and mortality,V01-Y89,Intentional self-harm by drowning and submersion,X71,25,18882725,0.1
,New York,36,External causes of morbidity and mortality,V01-Y89,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,113,18882725,0.6
,New York,36,External causes of morbidity and mortality,V01-Y89,Intentional self-harm by other and unspecified firearm discharge,X74,319,18882725,1.7
,New York,36,External causes of morbidity and mortality,V01-Y89,Intentional self-harm by sharp object,X78,26,18882725,0.1
,New York,36,External causes of morbidity and mortality,V01-Y89,Intentional self-harm by jumping from a high place,X80,143,18882725,0.8
,New York,36,External causes of morbidity and mortality,V01-Y89,Intentional self-harm by jumping or lying before moving object,X81,41,18882725,0.2
