JCAT	Piece	Name	LaunchDate	LState	Owner	OwnState	UNState	Mass	Class	Category	TF	Perigee	Apogee	Inc	OpOrbit
S59220	2024-046V	Starlink 31523	2024 Mar 11 0409:00	US	SPXS	US	US	     730.000 	B	COM	-	     269	     280	 53.17 	LLEO/I
S59221	2024-046W	Starlink 31516	2024 Mar 11 0409:00	US	SPXS	US	US	     730.000 	B	COM	-	     270	     277	 53.17 	LLEO/I
S59222	2024-046X	Starlink 31490	2024 Mar 11 0409:00	US	SPXS	US	US	     730.000 	B	COM	-	     270	     277	 53.17 	LLEO/I
S59223	2024-046Y	Starlink 31420	2024 Mar 11 0409:00	US	SPXS	US	US	     730.000 	B	COM	-	     269	     280	 53.17 	LLEO/I
S59224	2024-047A	StriX-3	2024 Mar 12 1503	NZ	SYNSP	J	[J]	     150.000 	B	IMG-R	-	     554	     580	 97.56 	LLEO/S
S59228	2024-048A	DRO-A	2024 Mar 13 1251	CN	CASC/CSUCAS	CN	[CN]	     400.000 	C	PLAN	-	     537	  132602	 27.76 	VHEO
S59231	2024-049A	Starlink 31304	2024 Mar 16 0021:00	US	SPXS	US	US	     730.000 	B	COM	-	     279	     288	 43.01 	LLEO/I
S59232	2024-049B	Starlink 31305	2024 Mar 16 0021:00	US	SPXS	US	US	     730.000 	B	COM	-	     279	     288	 43.01 	LLEO/I
S59233	2024-049C	Starlink 31459	2024 Mar 16 0021:00	US	SPXS	US	US	     730.000 	B	COM	-	     279	     288	 43.01 	LLEO/I
S59234	2024-049D	Starlink 31438	2024 Mar 16 0021:00	US	SPXS	US	US	     730.000 	B	COM	-	     279	     288	 43.01 	LLEO/I
S59235	2024-049E	Starlink 31467	2024 Mar 16 0021:00	US	SPXS	US	US	     730.000 	B	COM	-	     279	     288	 43.01 	LLEO/I
S59236	2024-049F	Starlink 31444	2024 Mar 16 0021:00	US	SPXS	US	US	     730.000 	B	COM	-	     279	     288	 43.01 	LLEO/I
S59237	2024-049G	Starlink 31505	2024 Mar 16 0021:00	US	SPXS	US	US	     730.000 	B	COM	-	     279	     288	 43.01 	LLEO/I
S59238	2024-049H	Starlink 31494	2024 Mar 16 0021:00	US	SPXS	US	US	     730.000 	B	COM	-	     279	     288	 43.01 	LLEO/I
S59239	2024-049J	Starlink 31303	2024 Mar 16 0021:00	US	SPXS	US	US	     730.000 	B	COM	-	     279	     288	 43.01 	LLEO/I
S59240	2024-049K	Starlink 31408	2024 Mar 16 0021:00	US	SPXS	US	US	     730.000 	B	COM	-	     279	     288	 43.01 	LLEO/I
S59241	2024-049L	Starlink 31427	2024 Mar 16 0021:00	US	SPXS	US	US	     730.000 	B	COM	-	     279	     288	 43.01 	LLEO/I
S59242	2024-049M	Starlink 31423	2024 Mar 16 0021:00	US	SPXS	US	US	     730.000 	B	COM	-	     279	     288	 43.01 	LLEO/I
S59243	2024-049N	Starlink 31433	2024 Mar 16 0021:00	US	SPXS	US	US	     730.000 	B	COM	-	     279	     288	 43.01 	LLEO/I
S59244	2024-049P	Starlink 31285	2024 Mar 16 0021:00	US	SPXS	US	US	     730.000 	B	COM	-	     279	     288	 43.01 	LLEO/I
S59245	2024-049Q	Starlink 31268	2024 Mar 16 0021:00	US	SPXS	US	US	     730.000 	B	COM	-	     279	     288	 43.01 	LLEO/I
S59246	2024-049R	Starlink 31284	2024 Mar 16 0021:00	US	SPXS	US	US	     730.000 	B	COM	-	     279	     288	 43.01 	LLEO/I
S59247	2024-049S	Starlink 31424	2024 Mar 16 0021:00	US	SPXS	US	US	     730.000 	B	COM	-	     279	     288	 43.01 	LLEO/I
S59248	2024-049T	Starlink 31405	2024 Mar 16 0021:00	US	SPXS	US	US	     730.000 	B	COM	-	     279	     288	 43.01 	LLEO/I
S59249	2024-049U	Starlink 31426	2024 Mar 16 0021:00	US	SPXS	US	US	     730.000 	B	COM	-	     279	     288	 43.01 	LLEO/I
S59250	2024-049V	Starlink 31407	2024 Mar 16 0021:00	US	SPXS	US	US	     730.000 	B	COM	-	     279	     288	 43.01 	LLEO/I
S59252	2024-049X	Starlink 31393	2024 Mar 16 0021:00	US	SPXS	US	US	     730.000 	B	COM	-	     279	     288	 43.01 	LLEO/I
S59253	2024-049Y	Starlink 31425	2024 Mar 16 0021:00	US	SPXS	US	US	     730.000 	B	COM	-	     278	     288	 43.01 	LLEO/I
S59254	2024-050A	Starlink 31659	2024 Mar 19 0228:00	US	SPXS	US	US	     730.000 	B	COM	-	     305	     314	 53.17 	LLEO/I
S59255	2024-050B	Starlink 31629	2024 Mar 19 0228:00	US	SPXS	US	US	     730.000 	B	COM	-	     305	     314	 53.17 	LLEO/I
S59256	2024-050C	Starlink 31652	2024 Mar 19 0228:00	US	SPXS	US	US	     730.000 	B	COM	-	     305	     314	 53.17 	LLEO/I
S59257	2024-050D	Starlink 31655	2024 Mar 19 0228:00	US	SPXS	US	US	     730.000 	B	COM	-	     305	     314	 53.17 	LLEO/I
S59258	2024-050E	Starlink 31637	2024 Mar 19 0228:00	US	SPXS	US	US	     730.000 	B	COM	-	     305	     314	 53.17 	LLEO/I
S59259	2024-050F	Starlink 31506	2024 Mar 19 0228:00	US	SPXS	US	US	     730.000 	B	COM	-	     305	     314	 53.17 	LLEO/I
S59260	2024-050G	Starlink 31288	2024 Mar 19 0228:00	US	SPXS	US	US	     730.000 	B	COM	-	     305	     314	 53.17 	LLEO/I
S59261	2024-050H	Starlink 31639	2024 Mar 19 0228:00	US	SPXS	US	US	     730.000 	B	COM	-	     305	     314	 53.17 	LLEO/I
S59263	2024-050K	Starlink 31598	2024 Mar 19 0228:00	US	SPXS	US	US	     730.000 	B	COM	-	     305	     314	 53.17 	LLEO/I
S59264	2024-050L	Starlink 31645	2024 Mar 19 0228:00	US	SPXS	US	US	     730.000 	B	COM	-	     305	     314	 53.17 	LLEO/I
S59265	2024-050M	Starlink 31646	2024 Mar 19 0228:00	US	SPXS	US	US	     730.000 	B	COM	-	     305	     314	 53.17 	LLEO/I
S59266	2024-050N	Starlink 31648	2024 Mar 19 0228:00	US	SPXS	US	US	     730.000 	B	COM	-	     305	     314	 53.17 	LLEO/I
S59267	2024-050P	Starlink 31579	2024 Mar 19 0228:00	US	SPXS	US	US	     730.000 	B	COM	-	     305	     314	 53.17 	LLEO/I
S59268	2024-050Q	Starlink 31627	2024 Mar 19 0228:00	US	SPXS	US	US	     730.000 	B	COM	-	     305	     314	 53.17 	LLEO/I
S59269	2024-050R	Starlink 31609	2024 Mar 19 0228:00	US	SPXS	US	US	     730.000 	B	COM	-	     305	     314	 53.17 	LLEO/I
S59270	2024-050S	Starlink 31616	2024 Mar 19 0228:00	US	SPXS	US	US	     730.000 	B	COM	-	     305	     314	 53.17 	LLEO/I
S59271	2024-050T	Starlink 31630	2024 Mar 19 0228:00	US	SPXS	US	US	     730.000 	B	COM	-	     305	     314	 53.17 	LLEO/I
S59272	2024-050U	Starlink 31623	2024 Mar 19 0228:00	US	SPXS	US	US	     730.000 	B	COM	-	     305	     314	 53.17 	LLEO/I
S59273	2024-050V	Starlink 31595	2024 Mar 19 0228:00	US	SPXS	US	US	     730.000 	B	COM	-	     305	     314	 53.17 	LLEO/I
S59274	2024-050W	USA 350	2024 Mar 19 0228:00	US	NROC/SPXS	US	US	     730.000 	D	IMG?*	-	     305	     314	 53.17 	LLEO/I
S59275	2024-050X	USA 351	2024 Mar 19 0228:00	US	NROC/SPXS	US	US	     730.000 	D	IMG?*	-	     305	     314	 53.17 	LLEO/I
S59276	2024-051A	Queqiao-2	2024 Mar 20 0031:28	CN	CLEP	CN	[CN]	    1200.000 	C	PLAN	E	     199	  420000	 22.63 	CLO
S59280	2024-052A	Yunhai-2 02 zu 01 xing	2024 Mar 21 0527	CN	CASC	CN	[CN]	     100.000 	D	MET-RO	-	    1131	    1140	 50.10 	LEO/I
S59281	2024-052B	Yunhai-2 02 zu 02 xing	2024 Mar 21 0527	CN	CASC	CN	[CN]	     100.000 	D	MET-RO	-	    1130	    1139	 50.09 	LEO/I
S59282	2024-052C	Yunhai-2 02 zu 03 xing	2024 Mar 21 0527	CN	CASC	CN	[CN]	     100.000 	D	MET-RO	-	    1128	    1138	 50.10 	LEO/I
S59283	2024-052D	Yunhai-2 02 zu 04 xing	2024 Mar 21 0527	CN	CASC	CN	[CN]	     100.000 	D	MET-RO	-	     475	     486	 50.10 	LLEO/I
S59284	2024-052E	Yunhai-2 02 zu 05 xing	2024 Mar 21 0527	CN	CASC	CN	[CN]	     100.000 	D	MET-RO	-	     473	     485	 50.10 	LLEO/I
S59285	2024-052F	Yunhai-2 02 zu 06 xing	2024 Mar 21 0527	CN	CASC	CN	[CN]	     100.000 	D	MET-RO	-	     471	     485	 50.10 	LLEO/I
S59288	2024-053A	USA 352	2024 Mar 21 0725	US	NROC	US	US	     100.000 	D	TECH	-	     417	     430	 50.00 	LLEO/I
S59289	2024-053B	Mola	2024 Mar 21 0725	US	USNPS	US	US	      10.000 	D	TECH	-	     509	     517	 50.00 	LLEO/I
S59290	2024-053C	Aerocube 16A	2024 Mar 21 0725	US	AERO	US	US	      10.000 	D	TECH	-	     509	     515	 50.01 	LLEO/I
S59291	2024-053D	Aerocube 16B	2024 Mar 21 0725	US	AERO	US	US	      10.000 	D	TECH	-	     509	     514	 50.00 	LLEO/I
S59296	2024-056A	Starlink 31463	2024 Mar 24 0309:00	US	SPXS	US	US	     730.000 	B	COM	-	     285	     292	 43.01 	LLEO/I
S59297	2024-056B	Starlink 31487	2024 Mar 24 0309:00	US	SPXS	US	US	     730.000 	B	COM	-	     285	     292	 43.01 	LLEO/I
S59298	2024-056C	Starlink 31386	2024 Mar 24 0309:00	US	SPXS	US	US	     730.000 	B	COM	-	     285	     292	 43.01 	LLEO/I
S59299	2024-056D	Starlink 31409	2024 Mar 24 0309:00	US	SPXS	US	US	     730.000 	B	COM	-	     285	     292	 43.01 	LLEO/I
S59300	2024-056E	Starlink 31489	2024 Mar 24 0309:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59301	2024-056F	Starlink 31502	2024 Mar 24 0309:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59302	2024-056G	Starlink 31447	2024 Mar 24 0309:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59303	2024-056H	Starlink 31504	2024 Mar 24 0309:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59304	2024-056J	Starlink 31474	2024 Mar 24 0309:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59305	2024-056K	Starlink 31500	2024 Mar 24 0309:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59306	2024-056L	Starlink 31480	2024 Mar 24 0309:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59307	2024-056M	Starlink 31282	2024 Mar 24 0309:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59308	2024-056N	Starlink 31485	2024 Mar 24 0309:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59309	2024-056P	Starlink 31455	2024 Mar 24 0309:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59310	2024-056Q	Starlink 31475	2024 Mar 24 0309:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59312	2024-056S	Starlink 31445	2024 Mar 24 0309:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59313	2024-056T	Starlink 31495	2024 Mar 24 0309:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59314	2024-056U	Starlink 31477	2024 Mar 24 0309:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59315	2024-056V	Starlink 31446	2024 Mar 24 0309:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59316	2024-056W	Starlink 31479	2024 Mar 24 0309:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59317	2024-056X	Starlink 31349	2024 Mar 24 0309:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59318	2024-056Y	Starlink 31464	2024 Mar 24 0309:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59320	2024-057A	Starlink 31402	2024 Mar 25 2342:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     293	 43.01 	LLEO/I
S59321	2024-057B	Starlink 31578	2024 Mar 25 2342:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     293	 43.01 	LLEO/I
S59322	2024-057C	Starlink 31530	2024 Mar 25 2342:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     293	 43.01 	LLEO/I
S59323	2024-057D	Starlink 31565	2024 Mar 25 2342:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     293	 43.01 	LLEO/I
S59324	2024-057E	Starlink 31570	2024 Mar 25 2342:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     293	 43.01 	LLEO/I
S59325	2024-057F	Starlink 31611	2024 Mar 25 2342:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     293	 43.01 	LLEO/I
S59326	2024-057G	Starlink 31632	2024 Mar 25 2342:00	US	SPXS	US	US	     730.000 	B	COM	-	     285	     293	 43.01 	LLEO/I
S59327	2024-057H	Starlink 31599	2024 Mar 25 2342:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     293	 43.01 	LLEO/I
S59328	2024-057J	Starlink 31614	2024 Mar 25 2342:00	US	SPXS	US	US	     730.000 	B	COM	-	     285	     292	 43.01 	LLEO/I
S59329	2024-057K	Starlink 31493	2024 Mar 25 2342:00	US	SPXS	US	US	     730.000 	B	COM	-	     285	     293	 43.01 	LLEO/I
S59330	2024-057L	Starlink 31634	2024 Mar 25 2342:00	US	SPXS	US	US	     730.000 	B	COM	-	     285	     292	 43.01 	LLEO/I
S59331	2024-057M	Starlink 31633	2024 Mar 25 2342:00	US	SPXS	US	US	     730.000 	B	COM	-	     285	     293	 43.01 	LLEO/I
S59332	2024-057N	Starlink 31594	2024 Mar 25 2342:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     293	 43.01 	LLEO/I
S59333	2024-057P	Starlink 31572	2024 Mar 25 2342:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     293	 43.01 	LLEO/I
S59334	2024-057Q	Starlink 31573	2024 Mar 25 2342:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     293	 43.01 	LLEO/I
S59335	2024-057R	Starlink 31588	2024 Mar 25 2342:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     293	 43.01 	LLEO/I
S59336	2024-057S	Starlink 31596	2024 Mar 25 2342:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59337	2024-057T	Starlink 31612	2024 Mar 25 2342:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59338	2024-057U	Starlink 31550	2024 Mar 25 2342:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     293	 43.01 	LLEO/I
S59339	2024-057V	Starlink 31473	2024 Mar 25 2342:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59340	2024-057W	Starlink 31562	2024 Mar 25 2342:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59341	2024-057X	Starlink 31600	2024 Mar 25 2342:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59342	2024-057Y	Starlink 31628	2024 Mar 25 2342:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     293	 43.01 	LLEO/I
S59343	2024-058A	Yunhai-3 02	2024 Mar 26 2251	CN	SAST	CN	[CN]	    1500.000 	D	MET	-	     840	     856	 98.82 	LEO/S
S59346	2024-059A	EUTELSAT 36D	2024 Mar 30 2152:00	US	EUTSA	F	[F]	    5000.000 	B	COM	-	   35774	   35799	  0.09 	GEO/S
S59348	2024-060A	Starlink 31605	2024 Mar 31 0130:00	US	SPXS	US	US	     730.000 	B	COM	-	     285	     292	 43.01 	LLEO/I
S59349	2024-060B	Starlink 31532	2024 Mar 31 0130:00	US	SPXS	US	US	     730.000 	B	COM	-	     285	     292	 43.01 	LLEO/I
S59350	2024-060C	Starlink 31593	2024 Mar 31 0130:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59351	2024-060D	Starlink 31555	2024 Mar 31 0130:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59352	2024-060E	Starlink 31561	2024 Mar 31 0130:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59353	2024-060F	Starlink 31413	2024 Mar 31 0130:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59354	2024-060G	Starlink 31422	2024 Mar 31 0130:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59355	2024-060H	Starlink 31416	2024 Mar 31 0130:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59356	2024-060J	Starlink 31552	2024 Mar 31 0130:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59357	2024-060K	Starlink 31557	2024 Mar 31 0130:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59358	2024-060L	Starlink 31559	2024 Mar 31 0130:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59359	2024-060M	Starlink 31501	2024 Mar 31 0130:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59360	2024-060N	Starlink 31549	2024 Mar 31 0130:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59361	2024-060P	Starlink 31560	2024 Mar 31 0130:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59362	2024-060Q	Starlink 31571	2024 Mar 31 0130:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.00 	LLEO/I
S59363	2024-060R	Starlink 31553	2024 Mar 31 0130:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.00 	LLEO/I
S59364	2024-060S	Starlink 31547	2024 Mar 31 0130:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.00 	LLEO/I
S59365	2024-060T	Starlink 31537	2024 Mar 31 0130:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.00 	LLEO/I
S59366	2024-060U	Starlink 31451	2024 Mar 31 0130:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.00 	LLEO/I
S59367	2024-060V	Starlink 31428	2024 Mar 31 0130:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.00 	LLEO/I
S59368	2024-060W	Starlink 31419	2024 Mar 31 0130:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.00 	LLEO/I
S59369	2024-060X	Starlink 31583	2024 Mar 31 0130:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59370	2024-060Y	Starlink 31461	2024 Mar 31 0130:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59371	2024-061A	Resurs-P No. 4	2024 Mar 31 0936:45	RU	TSSKBP?	RU	RU	    6000.000 	C	IMG	-	     285	     465	 97.19 	LLEO/S
S59374	2024-062A	Starlink 31641	2024 Apr  2 0230:00	US	SPXS	US	US	     730.000 	B	COM	-	     285	     293	 53.17 	LLEO/I
S59375	2024-062B	Starlink 31430	2024 Apr  2 0230:00	US	SPXS	US	US	     730.000 	B	COM	-	     285	     293	 53.17 	LLEO/I
S59376	2024-062C	Starlink 31695	2024 Apr  2 0230:00	US	SPXS	US	US	     730.000 	B	COM	-	     285	     293	 53.17 	LLEO/I
S59377	2024-062D	Starlink 31716	2024 Apr  2 0230:00	US	SPXS	US	US	     730.000 	B	COM	-	     285	     293	 53.17 	LLEO/I
S59378	2024-062E	Starlink 31710	2024 Apr  2 0230:00	US	SPXS	US	US	     730.000 	B	COM	-	     285	     293	 53.17 	LLEO/I
S59379	2024-062F	Starlink 31698	2024 Apr  2 0230:00	US	SPXS	US	US	     730.000 	B	COM	-	     285	     293	 53.17 	LLEO/I
S59380	2024-062G	Starlink 31680	2024 Apr  2 0230:00	US	SPXS	US	US	     730.000 	B	COM	-	     285	     293	 53.17 	LLEO/I
S59381	2024-062H	Starlink 31713	2024 Apr  2 0230:00	US	SPXS	US	US	     730.000 	B	COM	-	     285	     293	 53.17 	LLEO/I
S59382	2024-062J	Starlink 31705	2024 Apr  2 0230:00	US	SPXS	US	US	     730.000 	B	COM	-	     285	     293	 53.17 	LLEO/I
S59384	2024-062L	Starlink 31715	2024 Apr  2 0230:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     293	 53.17 	LLEO/I
S59385	2024-062M	Starlink 31717	2024 Apr  2 0230:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     293	 53.17 	LLEO/I
S59386	2024-062N	Starlink 31688	2024 Apr  2 0230:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     293	 53.17 	LLEO/I
S59387	2024-062P	Starlink 31714	2024 Apr  2 0230:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     293	 53.17 	LLEO/I
S59388	2024-062Q	Starlink 31643	2024 Apr  2 0230:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     293	 53.17 	LLEO/I
S59389	2024-062R	Starlink 31647	2024 Apr  2 0230:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     293	 53.17 	LLEO/I
S59390	2024-062S	Starlink 31649	2024 Apr  2 0230:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     293	 53.17 	LLEO/I
S59391	2024-062T	Starlink 31644	2024 Apr  2 0230:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     293	 53.17 	LLEO/I
S59392	2024-062U	Starlink 31626	2024 Apr  2 0230:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     293	 53.17 	LLEO/I
S59393	2024-062V	Starlink 31443	2024 Apr  2 0230:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     293	 53.17 	LLEO/I
S59394	2024-062W	Starlink 31607	2024 Apr  2 0230:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     293	 53.17 	LLEO/I
S59395	2024-063A	Yaogan 42 hao 01 xing	2024 Apr  2 2256	CN	ZZB	CN	[CN]	    1500.000 	D	IMG	-	     491	     502	 35.00 	LLEO/I
S59397	2024-062X	Starlink 31608	2024 Apr  2 0230:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     293	 53.17 	LLEO/I
S59398	2024-064A	Starlink 31534	2024 Apr  5 0912:00	US	SPXS	US	US	     730.000 	B	COM	-	     285	     292	 43.01 	LLEO/I
S59399	2024-064B	Starlink 31544	2024 Apr  5 0912:00	US	SPXS	US	US	     730.000 	B	COM	-	     285	     292	 43.01 	LLEO/I
S59400	2024-064C	Starlink 31545	2024 Apr  5 0912:00	US	SPXS	US	US	     730.000 	B	COM	-	     285	     292	 43.01 	LLEO/I
S59401	2024-064D	Starlink 31507	2024 Apr  5 0912:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59402	2024-064E	Starlink 31543	2024 Apr  5 0912:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59403	2024-064F	Starlink 31366	2024 Apr  5 0912:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59404	2024-064G	Starlink 31374	2024 Apr  5 0912:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59405	2024-064H	Starlink 31400	2024 Apr  5 0912:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59406	2024-064J	Starlink 31391	2024 Apr  5 0912:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59407	2024-064K	Starlink 31387	2024 Apr  5 0912:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.01 	LLEO/I
S59409	2024-064M	Starlink 31396	2024 Apr  5 0912:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.00 	LLEO/I
S59410	2024-064N	Starlink 31412	2024 Apr  5 0912:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.00 	LLEO/I
S59411	2024-064P	Starlink 31483	2024 Apr  5 0912:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.00 	LLEO/I
S59412	2024-064Q	Starlink 31568	2024 Apr  5 0912:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.00 	LLEO/I
S59413	2024-064R	Starlink 31615	2024 Apr  5 0912:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.00 	LLEO/I
S59414	2024-064S	Starlink 31457	2024 Apr  5 0912:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.00 	LLEO/I
S59415	2024-064T	Starlink 31398	2024 Apr  5 0912:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.00 	LLEO/I
S59416	2024-064U	Starlink 31399	2024 Apr  5 0912:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.00 	LLEO/I
S59417	2024-064V	Starlink 31401	2024 Apr  5 0912:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.00 	LLEO/I
S59418	2024-064W	Starlink 31414	2024 Apr  5 0912:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.00 	LLEO/I
S59419	2024-064X	Starlink 31415	2024 Apr  5 0912:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.00 	LLEO/I
S59420	2024-064Y	Starlink 31466	2024 Apr  5 0912:00	US	SPXS	US	US	     730.000 	B	COM	-	     284	     292	 43.00 	LLEO/I
S59421	2024-065A	Starlink 11087	2024 Apr  7 0225:00	US	SPXS	US	US	     730.000 	B	COM	-	     336	     344	 53.18 	LLEO/I
S59422	2024-065B	Starlink 11090	2024 Apr  7 0225:00	US	SPXS	US	US	     730.000 	B	COM	-	     336	     344	 53.18 	LLEO/I
S59423	2024-065C	Starlink 11093	2024 Apr  7 0225:00	US	SPXS	US	US	     730.000 	B	COM	-	     336	     344	 53.18 	LLEO/I
S59424	2024-065D	Starlink 11083	2024 Apr  7 0225:00	US	SPXS	US	US	     730.000 	B	COM	-	     336	     344	 53.18 	LLEO/I
S59425	2024-065E	Starlink 11085	2024 Apr  7 0225:00	US	SPXS	US	US	     730.000 	B	COM	-	     336	     344	 53.18 	LLEO/I
S59426	2024-065F	Starlink 11089	2024 Apr  7 0225:00	US	SPXS	US	US	     730.000 	B	COM	-	     336	     344	 53.18 	LLEO/I
S59427	2024-065G	Starlink 31757	2024 Apr  7 0225:00	US	SPXS	US	US	     730.000 	B	COM	-	     336	     344	 53.18 	LLEO/I
S59429	2024-065J	Starlink 31773	2024 Apr  7 0225:00	US	SPXS	US	US	     730.000 	B	COM	-	     336	     344	 53.18 	LLEO/I
